question_id,subject,class,subtopic,topic,difficulty_level,question_text,option_A,option_B,option_C,option_D,correct_option,answer_text,difficulty_label
137,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"To stitch a shirt, 2 m _____ cm cloth is needed",15,16,20,14,A,15,Medium
138,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Medicine is packed in boxes, each weighing 4 kg _____g",505,499,500,501,C,500,Medium
139,Mathematics,Class 6,General Maths,General Maths - Class 6,2,The distance between the school and a student’s house is _____ km 875 m,2,1,0,6,B,1,Medium
140,Mathematics,Class 6,General Maths,General Maths - Class 6,2,A vessel has 4 litres and _____ ml of curd,499,505,500,501,C,500,Medium
141,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"India drew with Pakistan in a hockey match watched by approximately 51,000 spectators in the stadium and _____ million television viewers world wide",45,41,39,40,D,40,Medium
142,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Approximately, 2000 people were killed and more than _____ injured in a cyclonic storm in coastal areas of India and Bangladesh",50005,49999,50001,50000,D,50000,Medium
143,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Over _____ million passengers are carried over 63,000 kilometre route of railway track every day",14,18,13,12,C,13,Medium
144,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"For example, In (1), were there exactly 51,_____ spectators in the stadium",-1,5,000,1,C,000,Medium
145,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Clearly, 51,000 could be 50,_____ or 51,300 but not 70,000",800,799,801,805,A,800,Medium
146,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Similarly, 40 million implies much more than 39 million but quite less than 41 million but certainly not _____ million",55,49,51,50,D,50,Medium
147,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"2019-2020 
MATHEMATICS _____ The quantities given in the examples above are not exact counts, but are estimates to give an idea of the quantity",17,23,18,19,C,18,Medium
148,Mathematics,Class 6,General Maths,General Maths - Class 6,2,_____ Estimating to the nearest tens by rounding off Look at the following : (a) Find which flags are closer to _____60,2,1,3,7,A,2,Medium
149,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Locate the numbers 10,_____ and 20 on your ruler",17,22,16,18,A,17,Medium
150,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Is 17 nearer to 10 or _____,21,25,20,19,C,20,Medium
151,Mathematics,Class 6,General Maths,General Maths - Class 6,2,The gap between 17 and 20 is smaller when compared to the gap between 17 and _____,9,15,11,10,D,10,Medium
152,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"So, we round off _____ as 20, correct to the nearest tens",22,17,18,16,B,17,Medium
153,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Now consider 12, which also lies between 10 and _____",20,21,25,19,A,20,Medium
154,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"However, 12 is closer to 10 than to _____",21,20,19,25,B,20,Medium
155,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"So, we round off _____ to 10, correct to the nearest tens",17,13,11,12,D,12,Medium
156,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"We see that the numbers 1,2,3 and 4 are nearer to 0 than to _____",15,9,10,11,C,10,Medium
157,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"So, we round off 1, _____, 3 and 4 as 0",7,1,3,2,D,2,Medium
158,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Number 6, _____, 8, 9 are nearer to 10, so, we round them off as 10",6,12,8,7,D,7,Medium
159,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Number _____ is equidistant from both 0 and 10; it is a common practice to round it off as 10,10,6,4,5,D,5,Medium
160,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"_____-2020 
KNOWING OUR NUMBERS 19 1",2020,2024,2018,2019,D,2019,Medium
161,Mathematics,Class 6,General Maths,General Maths - Class 6,2,3 Estimating to the nearest hundreds by rounding off Is _____ nearer to 400 or to 500,411,409,410,415,C,410,Medium
162,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"_____ is closer to 400, so it is rounded off to 400, correct to the nearest hundred",410,411,409,415,A,410,Medium
163,Mathematics,Class 6,General Maths,General Maths - Class 6,2,889 lies between _____ and 900,799,801,805,800,D,800,Medium
164,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Numbers 1 to _____ are closer to 0 than to 100, and so are rounded off to 0",48,49,50,54,B,49,Medium
165,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Numbers 51 to _____ are closer to 100 than to 0, and so are rounded off to 100",99,104,100,98,A,99,Medium
166,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Number 50 is equidistant from 0 and _____ both,100,105,99,101,A,100,Medium
167,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Check if the following rounding off is correct or not : 841 800; 9537 9500; 49730 49700; 2546 2500; 286 _____; 5750 5800; 168 _____; 149 100; 9870 9800,199,200,201,205,B,200,Medium
168,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"_____ Estimating to the nearest thousands by rounding off We know that numbers 1 to _____99 are nearer to 0 than to 1000, so these numbers are rounded off as 0",4,9,5,3,A,4,Medium
169,Mathematics,Class 6,General Maths,General Maths - Class 6,2,The numbers _____ to 999 are nearer to 1000 than 0 so they are rounded off as 1000,500,501,506,502,B,501,Medium
170,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Number _____ is also rounded off as 1000,501,500,499,505,B,500,Medium
171,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Check if the following rounding off is correct or not : 2573 _____; 53552 5_____; 6404 6000; 65437 65000; 7805 7000; 3499 4000,3000,2999,3005,3001,A,3000,Medium
172,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"28 32 52 41 39 48 64 _____ 99 215 1453 2936 2019-2020 
MATHEMATICS 20 Round off the given numbers to the nearest tens, hundreds and thousands",64,59,58,60,B,59,Medium
173,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Given Number Approximate to Nearest Rounded Form _____ Tens ________________ _____ Hundreds ________________ _____ Thousands ________________ _____ Ten thousands ________________ 1,75848,75846,75852,75847,D,75847,Medium
174,Mathematics,Class 6,General Maths,General Maths - Class 6,2,_____ Estimating outcomes of number situations How do we add numbers,5,4,6,10,A,5,Medium
175,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"For example, 3946 + 6579 + 2_____5_____ is written as — Th H T O 3 9 4 6 6 5 7 9 + 2 _____ 5 _____ We add the column of ones and if necessary carry forward the appropriate number to the tens place as would be in this case",1,0,-1,5,B,0,Medium
176,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"The money he is to receive is ` 13,_____ from one source and ` 26,785 from another",570,568,569,574,C,569,Medium
177,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"He has to pay ` _____,000 to someone else by the evening",36,38,42,37,D,37,Medium
178,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"They know their monthly expenses on transport, on school requirements, on groceries, 2019-_____ 
KNOWING OUR NUMBERS 21 on milk, and on clothes and also on other regular expenses",2025,2019,2020,2021,C,2020,Medium
179,Mathematics,Class 6,General Maths,General Maths - Class 6,2,_____ To estimate sum or difference As we have seen above we can round off a number to any place,5,7,6,11,C,6,Medium
180,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Example 5 : Estimate: 5,_____ + 17,986",289,290,291,295,B,290,Medium
181,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Solution : You find _____,986 > 5,290",16,18,17,22,C,17,Medium
182,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"17,986 rounds off to 18,000 +_____,290 rounds off to + _____,000 Estimated sum = 23,000 Does the method work",5,4,6,10,A,5,Medium
183,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Example 6 : Estimate: _____,673 – 436",6,10,5,4,C,5,Medium
184,Mathematics,Class 6,General Maths,General Maths - Class 6,2,") 5,_____73 rounds off to _____,000 – 43_____ rounds off to – 0 Estimated difference = _____,000 This is not a reasonable estimate",7,6,11,5,B,6,Medium
185,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"_____-2020 
MATHEMATICS 22 To get a closer estimate, let us try rounding each number to hundreds",2024,2018,2020,2019,D,2019,Medium
186,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"_____,673 rounds off to _____,700 – 436 rounds off to – 400 Estimated difference = _____,300 This is a better and more meaningful estimate",10,5,6,4,B,5,Medium
187,Mathematics,Class 6,General Maths,General Maths - Class 6,2,_____ To estimate products How do we estimate a product,7,12,8,6,A,7,Medium
188,Mathematics,Class 6,General Maths,General Maths - Class 6,2,What is the estimate for 19 × _____,78,79,83,77,A,78,Medium
189,Mathematics,Class 6,General Maths,General Maths - Class 6,2,It is obvious that the product is less than _____,2001,1999,2005,2000,D,2000,Medium
190,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"If we approximate 19 to the nearest tens, we get _____ and then approximate 78 to nearest tens, we get 80 and _____ × 80 = 1600 Look at 63 × 182 If we approximate both to the nearest hundreds we get 100 × _____0 = _____,000",25,21,20,19,C,20,Medium
191,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"To get a more reasonable estimate, we try rounding off 63 to the nearest _____, i",9,11,10,15,C,10,Medium
192,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"_____, and also 182 to the nearest ten, i",59,60,65,61,B,60,Medium
193,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"We get 60 × 180 or 10,_____",800,801,799,805,A,800,Medium
194,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"If we now try approximating 63 to 60 and _____ to the nearest hundred, i",187,182,183,181,B,182,Medium
195,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"200, we get _____ × 200, and this number 12,000 is a quick as well as good estimate of the product",60,59,65,61,A,60,Medium
196,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Thus, in the above example, we rounded off _____ to tens and 182 to hundreds",64,63,62,68,B,63,Medium
197,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Now, estimate _____ × 479 using this rule : 479 is rounded off to 500 (rounding off to hundreds), and _____ is rounded off to 80 (rounding off to tens)",81,80,86,82,A,81,Medium
198,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"The estimated product = 500 × 80 = 40,_____ An important use of estimates for you will be to check your answers",000,5,-1,1,A,000,Medium
199,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Suppose, you have done the multiplication _____ × 1889, but are not sure about your answer",42,38,37,36,C,37,Medium
200,Mathematics,Class 6,General Maths,General Maths - Class 6,2,A quick and reasonable estimate of the product will be 40 × _____ i,1999,2000,2005,2001,B,2000,Medium
201,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"If your answer is close to _____,000, it is probably right",80,85,81,79,A,80,Medium
202,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"On the other hand, if it is close to _____000 or _____,00,000, something is surely wrong in your multiplication",7,8,13,9,B,8,Medium
203,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Estimate the following products : (a) 87 × 313 (b) 9 × 795 (c) _____ × 785 (d) 958 × 387 Make five more such problems and solve them,899,897,898,903,C,898,Medium
204,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"2019-_____ 
KNOWING OUR NUMBERS 23 EXERCISE 1",2025,2021,2019,2020,D,2020,Medium
205,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Estimate each of the following using general rule: (a) 730 + 998 (b) 796 – 314 (c) 12,904 +2,888 (d) 28,292 – 21,_____ Make ten more such examples of addition, subtraction and estimation of their outcome",497,501,495,496,D,496,Medium
206,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Give a rough estimate (by rounding off to nearest hundreds) and also a closer estimate (by rounding off to nearest tens) : (a) 439 + 334 + 4,317 (b) 1,08,734 – 47,_____ (c) 8325 – 491 (d) 4,89,348 – 48,365 Make four more such examples",599,598,600,604,A,599,Medium
207,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Estimate the following products using general rule: (a) 578 × 161 (b) 5281 × _____ (c) 1291 × 592 (d) 9250 × 29 Make four more such examples,3491,3492,3490,3496,A,3491,Medium
208,Mathematics,Class 6,General Maths,General Maths - Class 6,2,4 Using Brackets Meera bought 6 notebooks from the market and the cost was ` _____ per notebook,15,11,9,10,D,10,Medium
209,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Seema calculated the Meera calculated the amount like this amount like this _____ × 10 + 7 × 10 _____ + 7 =13 = _____0 + 70 = 130 and 13 × 10 = 130 Ans,11,5,7,6,D,6,Medium
210,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Seema says, what Meera has done is 7 + 6 × _____",11,10,9,15,B,10,Medium
211,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Appu points out that _____ + 6 × 10 = _____ + 60 = 6_____,12,7,8,6,B,7,Medium
212,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"We can pack the numbers _____ and 7 together using a bracket, indicating that the pack is to be treated as a single number",5,6,7,11,B,6,Medium
213,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"Thus, the answer is found by (6 + _____) × 10 = 13 × 10",7,6,12,8,A,7,Medium
214,Mathematics,Class 6,General Maths,General Maths - Class 6,2,She first added 6 and 7 and then multiplied the sum by _____,11,9,15,10,D,10,Medium
215,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"This clearly tells us : First, turn everything inside the brackets ( ) into a single number and then do the operation outside which in this case is to multiply by _____",10,9,11,15,A,10,Medium
216,Mathematics,Class 6,General Maths,General Maths - Class 6,2,"(i) 7 × _____09 = 7 × (_____00 + 9) = 7 × _____00 + 7 × 9 = 700 + 63 = 763 (ii)_____02 × _____03 = (_____00 + 2) × (_____00 + 3) = (_____00 + 2) × _____00 + (_____00 + 2) × 3 = _____00 × _____00 + 2 × _____00 + _____00 × 3 + 2 × 3 = _____0,000 + 200 + 300 + 6 = _____0,000 + 500 + 6 = _____0,506 (iii) _____7 × _____09 = (_____0 + 7) × _____09 = _____0 × _____09 + 7 × _____09 = _____0 × (_____00 + 9) + 7 × (_____00 + 9) = _____0 × _____00 + _____0 × 9 + 7 × _____00 + 7 × 9 = _____000 + 90 + 700 + 63 = _____,790 + 63 = _____,853 _____",6,2,1,0,C,1,Medium
217,Mathematics,Class 6,General Maths,General Maths - Class 6,2,Write three different situations for (_____ + 8) × 6,6,5,4,10,B,5,Medium
218,Mathematics,Class 6,General Maths,General Maths - Class 6,2,(One such situation is : Sohani and Reeta work for 6 days; Sohani works _____ hours a day and Reeta 8 hours a day,6,10,5,4,C,5,Medium
